Rank,Title,Year,Runtime,Genre,Plot,Language,Poster,Metascore,rating,imdb_title,tomatoURL
183,It Happened One Night,1934,105 min,"Comedy, Romance",A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.,English,https://images-na.ssl-images-amazon.com/images/M/MV5BZmViYmM5OTYtNGQ4Ny00YjQyLThiNjEtYTE4MGZhZTNmZjcyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,N/A,8.2,tt0025316,http://www.rottentomatoes.com/m/it_happened_one_night/
184,Shutter Island,2010,138 min,"Mystery, Thriller","In 1954, a U.S. marshal investigates the disappearance of a murderess who escaped from a hospital for the criminally insane.","English, German",https://images-na.ssl-images-amazon.com/images/M/MV5BY2NkNTcxNjAtODhjMS00Mjg2LWI1OGItMjRhMGJlODBkZTVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzAxMjE1NDg@._V1_SX300.jpg,63,8.1,tt1130884,http://www.rottentomatoes.com/m/1198124-shutter_island/
185,Life of Brian,1979,94 min,Comedy,"Brian is born on the original Christmas, in the stable next door. He spends his life being mistaken for a messiah.","English, Latin",https://images-na.ssl-images-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,75,8.1,tt0079470,http://www.rottentomatoes.com/m/monty_pythons_life_of_brian/
186,Platoon,1986,120 min,"Drama, War",A young recruit in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.,"English, Vietnamese",https://images-na.ssl-images-amazon.com/images/M/MV5BZmJlOTE1ZTgtODdmNC00NmZhLThlZDYtNTllMmIyOTIwN2EwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,92,8.1,tt0091763,http://www.rottentomatoes.com/m/platoon/
187,Wild Tales,2014,122 min,"Comedy, Drama, Thriller",Six short stories that explore the extremities of human behavior involving people in distress.,Spanish,https://images-na.ssl-images-amazon.com/images/M/MV5BNzAzMjA1ODAxOV5BMl5BanBnXkFtZTgwODg4NTQzNDE@._V1_SX300.jpg,77,8.1,tt3011894,http://www.rottentomatoes.com/m/wild_tales/
188,Hotel Rwanda,2004,121 min,"Biography, Drama, History",Paul Rusesabagina was a hotel manager who housed over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda.,"English, French",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MzQyNTc1M15BMl5BanBnXkFtZTYwMjExNjc3._V1_SX300.jpg,79,8.1,tt0395169,http://www.rottentomatoes.com/m/hotel_rwanda/
189,Rush,2013,123 min,"Action, Biography, Drama",The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,"English, German, Italian, French, Spanish",https://images-na.ssl-images-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,75,8.1,tt1979320,http://www.rottentomatoes.com/m/rush_2013/
190,The Wages of Fear,1953,131 min,"Adventure, Drama, Thriller","In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.","French, English, Spanish, German, Italian, Russian",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MzkyNDgyMF5BMl5BanBnXkFtZTgwODg2MTMzMjE@._V1_SX300.jpg,N/A,8.2,tt0046268,http://www.rottentomatoes.com/m/wages_of_fear/
191,Network,1976,121 min,Drama,A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.,English,https://images-na.ssl-images-amazon.com/images/M/MV5BYTc3NjcyYmYtMTI4OC00OGViLTkwYzQtZWU2MGMwMTI5ZTU4XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,88,8.1,tt0074958,http://www.rottentomatoes.com/m/network/
192,In the Name of the Father,1993,133 min,"Biography, Drama",A man's coerced confession to an IRA bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,English,https://images-na.ssl-images-amazon.com/images/M/MV5BMWQ0ZGU3NDUtYjRkNS00Yzg4LTgxMTItMjExYjg3ZjgyMGRkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,84,8.1,tt0107207,http://www.rottentomatoes.com/m/in_the_name_of_the_father/
193,Stand by Me,1986,89 min,"Adventure, Drama","After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxODliZDYtMGMyYy00ZDQzLTgzOTMtMWY5YWEyNTBhNzk5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,75,8.1,tt0092005,http://www.rottentomatoes.com/m/stand_by_me_1986/
194,The 400 Blows,1959,99 min,"Crime, Drama","Moving story of a young boy who, left without attention, delves into a life of petty crime.","French, English",https://images-na.ssl-images-amazon.com/images/M/MV5BYTQ4MjA4NmYtYjRhNi00MTEwLTg0NjgtNjk3ODJlZGU4NjRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,N/A,8.1,tt0053198,http://www.rottentomatoes.com/m/400_blows/
195,Ben-Hur,1959,212 min,"Adventure, Drama, History","When a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,90,8.1,tt0052618,http://www.rottentomatoes.com/m/benhur/
196,The Grand Budapest Hotel,2014,99 min,"Adventure, Comedy, Drama","The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.","English, French",https://images-na.ssl-images-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_SX300.jpg,88,8.1,tt2278388,http://www.rottentomatoes.com/m/the_grand_budapest_hotel/
197,Spotlight,2015,128 min,"Crime, Drama, History","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_SX300.jpg,93,8.1,tt1895587,http://www.rottentomatoes.com/m/untitled_boston_globe_project/
198,Mad Max: Fury Road,2015,120 min,"Action, Adventure, Sci-Fi","A woman rebels against a tyrannical ruler in postapocalyptic Australia in search for her home-land with the help of a group of female prisoners, a psychotic worshipper, and a drifter named Max.","English, Russian",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMTE0ODcxNF5BMl5BanBnXkFtZTgwODE4NDQzNTE@._V1_SX300.jpg,90,8.1,tt1392190,http://www.rottentomatoes.com/m/mad_max_fury_road/
199,12 Years a Slave,2013,134 min,"Biography, Drama, History","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_SX300.jpg,96,8.1,tt2024544,http://www.rottentomatoes.com/m/12_years_a_slave/
200,Persona,1966,83 min,"Drama, Thriller",A nurse is put in charge of a mute actress and finds that their personas are melding together.,"Swedish, English",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1OTgxNjYyNF5BMl5BanBnXkFtZTcwNjM2MjM2NQ@@._V1_SX300.jpg,N/A,8.1,tt0060827,http://www.rottentomatoes.com/m/persona/
201,Million Dollar Baby,2004,132 min,"Drama, Sport",A determined woman works with a hardened boxing trainer to become a professional.,"English, Irish",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SX300.jpg,86,8.1,tt0405159,http://www.rottentomatoes.com/m/million_dollar_baby/
202,Butch Cassidy and the Sundance Kid,1969,110 min,"Biography, Crime, Drama",Two Western bank/train robbers flee to Bolivia when the law gets too close.,"English, Spanish",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_SX300.jpg,58,8.1,tt0064115,http://www.rottentomatoes.com/m/1003318-butch_cassidy_and_the_sundance_kid/
203,Jurassic Park,1993,127 min,"Adventure, Sci-Fi, Thriller","During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.","English, Spanish",https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_SX300.jpg,68,8.1,tt0107290,http://www.rottentomatoes.com/m/jurassic_park/
204,Memories of Murder,2003,132 min,"Crime, Drama, Mystery","In a small Korean province in 1986, three detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.","Korean, English",https://images-na.ssl-images-amazon.com/images/M/MV5BZWYyYTk5ODQtNjFjZi00ZDFlLWEwNGEtNGQwZTdmYWRhNmU3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,82,8.1,tt0353969,http://www.rottentomatoes.com/m/memories-of-murder/
205,Amores Perros,2000,154 min,"Drama, Thriller","A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Spanish,https://images-na.ssl-images-amazon.com/images/M/MV5BZjYwYzliYTktMzk3MS00MzE0LTllM2QtMDk3MTFmOGQ2MjE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,83,8.1,tt0245712,http://www.rottentomatoes.com/m/amores_perros/
206,The Maltese Falcon,1941,100 min,"Film-Noir, Mystery","A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MDEzOTMwMl5BMl5BanBnXkFtZTgwMTc2NjgyMjE@._V1_SX300.jpg,N/A,8.1,tt0033870,http://www.rottentomatoes.com/m/1013139-maltese_falcon/
207,Munna Bhai M.B.B.S.,2003,156 min,"Comedy, Drama, Romance",A gangster sets out to fulfill his father's dream of becoming a doctor.,Hindi,https://images-na.ssl-images-amazon.com/images/M/MV5BY2JlMGI1YWQtYjBhMi00NTJiLTgxMzUtMGU4NThlZTAyYmMxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,N/A,8.2,tt0374887,http://www.rottentomatoes.com/m/munna_bhai_mbbs/
208,Stalker,1979,163 min,"Drama, Sci-Fi",A guide leads two men through an area known as the Zone to find a room that grants wishes.,Russian,https://images-na.ssl-images-amazon.com/images/M/MV5BNDY2NjU0NDAxOF5BMl5BanBnXkFtZTgwNjQ4MTI2MTE@._V1_SX300.jpg,N/A,8.1,tt0079944,http://www.rottentomatoes.com/m/1043378-stalker/
209,The Truman Show,1998,103 min,"Comedy, Drama, Sci-Fi",An insurance salesman/adjuster discovers his entire life is actually a television show.,English,https://images-na.ssl-images-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,90,8.1,tt0120382,http://www.rottentomatoes.com/m/truman_show/
210,The Nights of Cabiria,1957,110 min,Drama,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,Italian,https://images-na.ssl-images-amazon.com/images/M/MV5BZjllMDcyY2YtZDc5Zi00NDRlLThkZmItMTJhOWZmYjM0NmQyXkEyXkFqcGdeQXVyNTc1NDM0NDU@._V1_SX300.jpg,N/A,8.2,tt0050783,http://www.rottentomatoes.com/m/nights_of_cabiria/
211,The Princess Bride,1987,98 min,"Adventure, Family, Fantasy","While home sick in bed, a young boy's grandfather reads him a story called The Princess Bride.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMGM4M2Q5N2MtNThkZS00NTc1LTk1NTItNWEyZjJjNDRmNDk5XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg,77,8.1,tt0093779,http://www.rottentomatoes.com/m/princess_bride/
212,Hachi: A Dog's Tale,2009,93 min,"Drama, Family",A college professor's bond with the abandoned dog he takes into his home.,"English, Japanese",https://images-na.ssl-images-amazon.com/images/M/MV5BYTNhZDFkN2ItMmZjNy00ODUwLTk1Y2MtMDZhYTA2N2MyNDU5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,8.1,tt1028532,http://www.rottentomatoes.com/m/hachi_a_dogs_tale/
213,Nausicaä of the Valley of the Wind,1984,117 min,"Animation, Adventure, Fantasy",Warrior/pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,"Japanese, English",https://images-na.ssl-images-amazon.com/images/M/MV5BODJiNmUzYmQtZTNhNS00NjY0LThmYjMtOTliOTM1NTdkYzY1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,N/A,8.1,tt0087544,http://www.rottentomatoes.com/m/nausicaa_of_the_valley_of_the_wind/
214,Before Sunrise,1995,101 min,"Drama, Romance","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","English, German, French",https://images-na.ssl-images-amazon.com/images/M/MV5BZDdiZTAwYzAtMDI3Ni00OTRjLTkzN2UtMGE3MDMyZmU4NTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,77,8.1,tt0112471,http://www.rottentomatoes.com/m/before_sunrise/
215,Star Wars: The Force Awakens,2015,136 min,"Action, Adventure, Fantasy","Three decades after the Empire's defeat, a new threat arises in the militant First Order. Stormtrooper defector Finn and spare parts scavenger Rey are caught up in the Resistance's search for the missing Luke Skywalker.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BOTAzODEzNDAzMl5BMl5BanBnXkFtZTgwMDU1MTgzNzE@._V1_SX300.jpg,81,8.1,tt2488496,http://www.rottentomatoes.com/m/star_wars_episode_vii_the_force_awakens/
216,Sholay,1975,162 min,"Action, Adventure, Comedy","After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",Hindi,https://images-na.ssl-images-amazon.com/images/M/MV5BOWQ0YTUzYzItYjI0MC00OTZmLWE1MWQtY2EzMzU2MTlmMmJjXkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_SX300.jpg,N/A,8.3,tt0073707,http://www.rottentomatoes.com/m/sholay/
217,The Grapes of Wrath,1940,129 min,"Drama, History","A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,8.1,tt0032551,http://www.rottentomatoes.com/m/grapes_of_wrath/
218,Harry Potter and the Deathly Hallows: Part 2,2011,130 min,"Adventure, Drama, Fantasy","Harry, Ron and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MTk3MDQ1N15BMl5BanBnXkFtZTcwMzI4NzA2NQ@@._V1_SX300.jpg,87,8.1,tt1201607,http://www.rottentomatoes.com/m/harry_potter_and_the_deathly_hallows_part_2_2011/
219,Rocky,1976,120 min,"Drama, Sport","Rocky Balboa, a small-time boxer, gets a supremely rare chance to fight heavy-weight champion Apollo Creed in a bout in which he strives to go the distance for his self-respect.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_SX300.jpg,69,8.1,tt0075148,http://www.rottentomatoes.com/m/1017776-rocky/
220,Prisoners,2013,153 min,"Crime, Drama, Mystery","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_SX300.jpg,74,8.1,tt1392214,http://www.rottentomatoes.com/m/prisoners_2013/
221,Touch of Evil,1958,95 min,"Crime, Drama, Film-Noir","A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.","English, Spanish",https://images-na.ssl-images-amazon.com/images/M/MV5BMDFkMDEwM2MtOWY4MS00YWNhLTg5ZWItYzAxZTJlN2Y1NjBmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,8.1,tt0052311,https://www.rottentomatoes.com/m/1021749-touch_of_evil
222,Gandhi,1982,191 min,"Biography, Drama, History","Gandhi's character is fully explained as a man of nonviolence. Through his patience, he is able to drive the British out of the subcontinent. And the stubborn nature of Jinnah and his commitment towards Pakistan is portrayed.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMzJiZDRmOWUtYjE2MS00Mjc1LTg1ZDYtNTQxYWJkZTg1OTM4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,N/A,8.1,tt0083987,http://www.rottentomatoes.com/m/gandhi/
223,Diabolique,1955,117 min,"Crime, Drama, Horror","The wife and mistress of a cruel headmaster conspire to kill him; after the murder is committed, his corpse disappears, and strange events begin to plague the two women.","French, English",https://images-na.ssl-images-amazon.com/images/M/MV5BMGJmNmU5OTAtOTQyYy00MmM3LTk4MzUtMGFiZDYzODdmMmU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,N/A,8.1,tt0046911,http://www.rottentomatoes.com/m/1032980-diabolique/
224,Annie Hall,1977,93 min,"Comedy, Romance",Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,"English, German",https://images-na.ssl-images-amazon.com/images/M/MV5BZDg1OGQ4YzgtM2Y2NS00NjA3LWFjYTctMDRlMDI3NWE1OTUyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,N/A,8.1,tt0075686,http://www.rottentomatoes.com/m/annie_hall/
225,Catch Me If You Can,2002,141 min,"Biography, Crime, Drama","The story of 'Frank Abagnale Jr., before his 19th birthday, successfully forged millions of dollars' worth of checks while posing as a Pan Am pilot, a doctor, and legal prosecutor as a seasoned and dedicated FBI agent pursues him.","English, French",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg,76,8.1,tt0264464,http://www.rottentomatoes.com/m/catch_me_if_you_can/
226,Donnie Darko,2001,113 min,"Drama, Sci-Fi, Thriller","A troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes, after he narrowly escapes a bizarre accident.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BZWQyN2ZkODktMTBkNS00OTBjLWJhOGYtNGU4YWVkNTY0ZDZkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,88,8.1,tt0246578,http://www.rottentomatoes.com/m/donnie_darko/
227,"Monsters, Inc.",2001,92 min,"Animation, Adventure, Comedy","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_SX300.jpg,78,8.1,tt0198781,http://www.rottentomatoes.com/m/monsters_inc/
228,Hera Pheri,2000,156 min,"Comedy, Crime, Musical","Three unemployed men find the answer to all their money problems when they recieve a call from a kidnapper. However, things do not go as planned.",Hindi,https://images-na.ssl-images-amazon.com/images/M/MV5BZTYwNDdmNmEtOGZhYS00MjRiLWIzOWUtNDQxNzg4ZTVjMGE1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,N/A,8.3,tt0242519,http://www.rottentomatoes.com/m/hera-pheri/
229,The Bourne Ultimatum,2007,115 min,"Action, Mystery, Thriller",Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.,"English, French, Arabic, Russian, Spanish",https://images-na.ssl-images-amazon.com/images/M/MV5BNGNiNmU2YTMtZmU4OS00MjM0LTlmYWUtMjVlYjAzYjE2N2RjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,85,8.1,tt0440963,http://www.rottentomatoes.com/m/bourne_ultimatum/
230,The Terminator,1984,107 min,"Action, Sci-Fi","A seemingly indestructible humanoid cyborg is sent from 2029 to 1984 to assassinate a waitress, whose unborn son will lead humanity in a war against the machines, while a soldier from that war is sent to protect her at all costs.","English, Spanish",https://images-na.ssl-images-amazon.com/images/M/MV5BODE1MDczNTUxOV5BMl5BanBnXkFtZTcwMTA0NDQyNA@@._V1_SX300.jpg,83,8,tt0088247,http://www.rottentomatoes.com/m/terminator/
231,8½,1963,138 min,"Drama, Fantasy",A harried movie director retreats into his memories and fantasies.,"Italian, French, English, German",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MTA0NjEzMF5BMl5BanBnXkFtZTgwMDg4NDYxMzE@._V1_SX300.jpg,N/A,8.1,tt0056801,http://www.rottentomatoes.com/m/8-12/
232,The Wizard of Oz,1939,102 min,"Adventure, Family, Fantasy",Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home in Kansas and help her friends as well.,English,https://images-na.ssl-images-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_SX300.jpg,100,8.1,tt0032138,http://www.rottentomatoes.com/m/the_wizard_of_oz_1939/
233,Barry Lyndon,1975,184 min,"Adventure, Drama, History",An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,"English, German, French",https://images-na.ssl-images-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,N/A,8.1,tt0072684,http://www.rottentomatoes.com/m/barry_lyndon/
234,Groundhog Day,1993,101 min,"Comedy, Fantasy, Romance",A weatherman finds himself inexplicably living the same day over and over again.,"English, French, Italian",https://images-na.ssl-images-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,72,8,tt0107048,http://www.rottentomatoes.com/m/groundhog_day/
235,La Haine,1995,98 min,"Crime, Drama",24 hours in the lives of three young men in the French suburbs the day after a violent riot.,French,https://images-na.ssl-images-amazon.com/images/M/MV5BNDNiOTA5YjktY2Q0Ni00ODgzLWE5MWItNGExOWRlYjY2MjBlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,N/A,8.1,tt0113247,http://www.rottentomatoes.com/m/la_haine/
236,Twelve Monkeys,1995,129 min,"Mystery, Sci-Fi, Thriller","In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.","English, French",https://images-na.ssl-images-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,74,8,tt0114746,http://www.rottentomatoes.com/m/12_monkeys/
237,Jaws,1975,124 min,"Adventure, Drama, Thriller","A giant great white shark arrives on the shores of a New England beach resort and wreaks havoc with bloody attacks on swimmers, until a local sheriff teams up with a marine biologist and an old seafarer to hunt the monster down.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,86,8,tt0073195,http://www.rottentomatoes.com/m/jaws/
238,Infernal Affairs,2002,101 min,"Crime, Drama, Mystery","A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.","Cantonese, English, Thai",https://images-na.ssl-images-amazon.com/images/M/MV5BMWJmNzNmYjctMGM5OS00NGIwLTkxOTktNGI4MTdlNTk4MjgwXkEyXkFqcGdeQXVyMjQ1NjEyNzE@._V1_SX300.jpg,75,8.1,tt0338564,http://www.rottentomatoes.com/m/infernal_affairs/
239,The Best Years of Our Lives,1946,170 min,"Drama, Romance, War",Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,English,https://images-na.ssl-images-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,N/A,8.1,tt0036868,http://www.rottentomatoes.com/m/best_years_of_our_lives/
240,Gangs of Wasseypur,2012,320 min,"Action, Crime, Drama","A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",Hindi,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_SX300.jpg,89,8.3,tt1954470,http://www.rottentomatoes.com/m/gangs_of_wasseypur/
241,The Help,2011,146 min,Drama,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_SX300.jpg,62,8.1,tt1454029,http://www.rottentomatoes.com/m/the_help/
242,Beauty and the Beast,1991,84 min,"Animation, Family, Fantasy","A young woman whose father has been imprisoned by a terrifying beast offers herself in his place, unaware that her captor is actually a prince, physically altered by a magic spell.","English, French",https://images-na.ssl-images-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,95,8,tt0101414,http://www.rottentomatoes.com/m/beauty_and_the_beast_1991/
243,Dog Day Afternoon,1975,125 min,"Biography, Crime, Drama",A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.,English,https://images-na.ssl-images-amazon.com/images/M/MV5BNmZiYzQ2ZmYtZTViNy00ODRkLWJkN2EtNjgwYWY1OGNmNDcxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,N/A,8,tt0072890,http://www.rottentomatoes.com/m/dog_day_afternoon/
244,The Battle of Algiers,1966,121 min,"Drama, War","In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.","French, Arabic, English",https://images-na.ssl-images-amazon.com/images/M/MV5BYzliNzI5NzgtNDZmNy00NGU4LTg2OTQtMDEzZTRiNDU3ZTI1XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,95,8.1,tt0058946,http://www.rottentomatoes.com/m/battle_of_algiers/
